,id,customer_id,month,name,age,ssn,occupation,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,type_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,target,credit_history_year,score_modelv6,gh
22181,0x12914,CUS_0x75aa,March,Jean-Baptistez,21,899-15-1889,0.6914285714285714,60401.4,5163.45,6,6,27,6,0.6577363389590464,45.0,21,7.06,11.0,0.978531558608845,2253.93,27.535706228104328,0.9188770999115826,226.8963394377975,98.72222024046756,0.5482233502538071,440.7264403217349,1,-1,0.38557271654553915,0
7122,0x6df8,CUS_0xb0fd,July,Andreat,31,430-38-6766,0.5817223198594025,10250.2,873.1833333333334,7,4,19,4,0.6577363389590464,21.0,17,7.039999999999999,6.0,0.6118143459915611,1437.24,26.385239137831302,0.9188770999115826,30.95734002396283,51.15693026839836,0.7443339960238569,295.20406304097213,1,8,92.3150513045407,1
4775,0x506d,CUS_0x1b4d,April,Fabii,28,#F%$D@*&8,0.6313993174061433,140919.04,,7,3,6,5,0.6577363389590464,12.0,11,14.48,8.0,0.6118143459915611,775.02,28.298361809854068,0.9188770999115826,352.9381413287999,1182.1847386679624,0.6277992277992278,-1.0,0,10,910.1661438636839,8
43533,0x236dc,CUS_0xadad,July,Masond,27,027-11-6852,0.63016157989228,92186.19,7487.1825,1,2,12,4,0.6577363389590464,1.0,0,9.74,4.0,0.6118143459915611,809.01,32.766494777264604,0.26051560379918587,185.7976538199101,571.0854769723778,0.6284953395472703,281.83511920771195,0,-1,995.4176216651468,8
19376,0x10635,CUS_0xbfe0,April,Zhoue,21,413-35-4318,0.63016157989228,7201.155,650.0962499999998,8,10,32,7,0.6577363389590464,42.0,21,15.99,7.0,0.978531558608845,1926.88,35.67074848730397,0.9188770999115826,35.864701904284026,66.8322997065149,0.7443339960238569,252.31262338920104,1,-1,0.2318491405317218,0
3022,0x3aba,CUS_0x36f9,May,Lucy Hornbyr,46,992-38-5349,0.599644128113879,82065.16,6771.763333333332,5,5,3,3,0.6577363389590464,12.0,9,5.55,1.0,0.24856961220597584,106.83,31.46251852255804,0.26051560379918587,180.34060665960084,168.45288543792068,0.4966996699669967,568.3828412358117,0,23,790.6964854604742,6
14314,0xc870,CUS_0x9eb6,July,Mollenkampr,24,590-47-8337,0.6169844020797227,166692.0,13599.0,0,2,4,4,0.6577363389590464,1.0,10,4.54,4.0,0.6118143459915611,864.72,35.8850185845279,0.26051560379918587,533.5631964620286,517.4539658007818,0.6284953395472703,558.8828377371897,0,23,992.7823501209299,8
11313,0xa2b1,CUS_0x31ef,April,Carolinei,21,044-22-3761,0.6914285714285714,8255.925,831.99375,9,5,15,5,0.6577363389590464,40.0,19,18.84,11.0,0.8030075187969925,2619.81,23.79578959338236,0.9188770999115826,31.00373228332689,60.99544195229058,0.6277992277992278,271.2002007643825,1,17,6.326820649086358,0
36153,0x1d91d,CUS_0xb04e,August,Caroline Copleyb,28,730-60-0289,0.6408345752608048,57107.12,,8,5,30,3,0.6577363389590464,19.0,-1,9.71,12.0,0.8030075187969925,1870.02,41.00211509600501,0.6101987899740708,136.04028927135494,108.297584395906,0.6284953395472703,461.9547929994058,1,16,0.305919900760955,0
36206,0x1d9ee,CUS_0xb82,January,Ghianniw,20,594-57-5012,0.6132686084142395,9470.255,1077.1879166666668,10,8,23,7,0.6577363389590464,34.0,21,17.71,-1.0,0.978531558608845,3109.05,28.98032437975141,0.9188770999115826,47.43163823425209,107.22963663590345,0.7443339960238569,243.05751679651115,1,4,17.1095524483668,0
15382,0xd522,CUS_0x2bfe,May,Nishant Kumari,27,212-17-1520,0.6212624584717608,29376.07,2159.005833333333,4,4,5,-100,0.6577363389590464,10.0,3,8.28,6.0,0.24856961220597584,1439.6,33.7385052479688,0.26051560379918587,68.11743127830196,-1.0,0.7443339960238569,309.73717173657417,0,32,924.7915353767272,8
2476,0x342b,CUS_0xa0ee,June,Kareyg,-1,581-09-3881,0.6013986013986014,15444.74,1255.0616666666667,7,7,27,5,0.6577363389590464,10.0,10,10.93,4.0,0.6118143459915611,2324.66,27.171165727689328,0.9188770999115826,46.55013310746242,83.90318456494866,0.7443339960238569,285.0528489942556,1,6,0.6520148050436774,0
31146,0x19a33,CUS_0x166c,June,Longstrethl,40,422-62-7783,0.6212624584717608,43016.7,3853.725,7,7,27,6,0.6577363389590464,60.0,13,18.66,10.0,0.8030075187969925,2136.77,37.013236757645714,0.9188770999115826,131.24895370254958,98.50614436346083,0.4966996699669967,395.6174019339895,1,11,0.17748635019756875,0
7238,0x6f13,CUS_0x4947,February,Philj,25,486-64-1991,0.6408345752608048,44248.14,3654.345,9,7,31,6,0.6577363389590464,34.0,17,1.84,7.0,0.978531558608845,1857.47,37.27921837649321,0.6101987899740708,210.73382965827,83.55977145925536,0.4966996699669967,311.14089888247463,1,11,0.14415829686629422,0
16255,0xe093,CUS_0x906a,June,Alistair Barra,37,912-15-8539,0.6132686084142395,34978.29,3004.8575,3,6,13,4,0.6577363389590464,10.0,13,15.4,6.0,0.8030075187969925,1219.82,30.68302719809085,0.9188770999115826,79.50245626724916,74.51544851478117,0.4966996699669967,386.4678452179697,0,16,579.7295554796451,4
33969,0x1bda0,CUS_0x5efc,March,Gregx,33,485-85-8283,0.6914285714285714,37029.04,3308.7533333333336,6,7,26,5,0.6577363389590464,42.0,21,13.22,10.0,0.978531558608845,2221.05,33.23508381586461,0.9188770999115826,56976.0,59.94975313678402,0.4966996699669967,393.78632988019456,1,11,0.353794447713085,0
16836,0xe78f,CUS_0xbca4,June,Suoninenl,54,736-57-1275,0.6350877192982456,82015.88,6907.656666666668,0,5,2,2,0.6577363389590464,7.0,11,3.26,5.0,0.24856961220597584,1259.34,40.27231385560503,0.6101987899740708,115.47310231531765,111.23949473167578,0.4966996699669967,704.0530696196734,0,15,700.8424157236544,5
29019,0x17fab,CUS_0x9318,June,Shalal-Esai,45,#F%$D@*&8,0.6333878887070377,15381.59,1409.799166666667,7,10,30,7,0.6577363389590464,54.0,18,9.49,6.0,0.978531558608845,1753.16,37.51191517843265,0.6101987899740708,49.534821850093614,67.38744991832847,0.6277992277992278,304.05764489824463,1,7,0.10916679766773996,0
2875,0x389a,CUS_0xa0a2,January,Andreas,47,044-85-4173,0.63016157989228,165002.4,13725.2,4,274,9,1,0.25005602157928514,12.0,6,6.43,0.0,0.6118143459915611,108.82,33.458239767200176,0.26051560379918587,123.58133652852656,303.8074457999752,0.4966996699669967,1185.1312176714982,0,20,875.90978043784,7
31157,0x19a63,CUS_0x6116,June,Joan Grallaj,46,362-26-8688,0.6212624584717608,40807.77,3399.6475,3,2,5,3,0.6577363389590464,5.0,8,8.72,3.0,0.24856961220597584,1133.1,34.310852313839966,0.6101987899740708,75.80151283956228,-1.0,0.5482233502538071,450.6243209461589,0,15,997.8589855640396,8
29272,0x182a8,CUS_0x7148,March,Papadimasc,32,938-65-7628,0.6162420382165605,14828.19,1442.6825,5,5,17,5,0.6577363389590464,29.0,17,19.21,8.0,0.6118143459915611,2646.26,28.725859044386567,0.6101987899740708,57.68310812934676,128.79075901786908,0.7443339960238569,247.79438285278417,1,13,33.549182628250264,1
28692,0x17bda,CUS_0x61b0,January,Dmitracovab,36,856-46-5970,0.6914285714285714,18125.81,1545.4841666666669,10,9,21,6,0.6577363389590464,47.0,22,9.36,12.0,0.978531558608845,1785.84,41.200760782388976,0.9188770999115826,85.54991446382681,92.74441606802358,0.7443339960238569,266.25408613481625,1,12,0.7696351584054355,0
21982,0x12678,CUS_0xb168,July,Goncalvesi,55,#F%$D@*&8,0.6169844020797227,39323.54,3160.961666666666,4,1,10,3,0.6577363389590464,6.0,10,10.67,6.0,0.24856961220597584,806.06,25.57250039900288,0.26051560379918587,81.21272918145134,116.79383241651976,0.5482233502538071,368.0896050686956,0,32,993.573051445793,8
33486,0x1b721,CUS_0x2472,August,Bradenl,54,530-80-8025,0.6333878887070377,78113.56,,0,4,5663,2,0.6577363389590464,8.0,10,10.28,7.0,0.24856961220597584,978.3,42.66486378980185,0.26051560379918587,103.3982068456582,122.83942913291372,0.5482233502538071,672.4086973547613,1,24,710.3477758131344,5
25166,0x14f4c,CUS_0xb03f,July,Alexei Oreskovicb,44,389-89-7954,0.6169844020797227,17963.45,1328.9541666666669,6,7,17,2,0.6577363389590464,61.0,15,7.75,11.0,0.978531558608845,2052.02,33.21841544183992,0.9188770999115826,23.01331426191241,58.939443118298,0.7443339960238569,340.94265928645626,1,7,3.405970992848779,0
25219,0x14fcd,CUS_0xbe3,April,Ingrassian,30,074-22-4935,0.6132686084142395,20730.15,1661.5125,6,5,27,5,0.6577363389590464,51.0,25,2.75,11.0,0.978531558608845,2361.69,35.33246967254304,0.6101987899740708,48.15580145863564,15.565373853498686,0.4966996699669967,342.43007468786567,1,7,0.313118847832925,0
231,0x18d6,CUS_0x7d0b,May,Isabel Reynoldsb,22,226-77-0587,0.5733558178752108,19981.6,1459.1333333333332,10,8,20,7,0.6577363389590464,54.0,21,23.58,12.0,0.6118143459915611,4834.59,34.31347599453878,0.9188770999115826,78.41827155188288,10000.0,0.7443339960238569,239.4320793078569,1,10,36.47847022086705,1
33647,0x1b948,CUS_0xbd57,July,Jamest,32,227-66-2411,0.6169844020797227,108223.71,,1,7,2,-100,0.21502102078226873,5.0,10,10.54,1.0,0.24856961220597584,1044.63,28.675234937391423,0.26051560379918587,1095.265875892289,162.42156349319558,0.4966996699669967,903.39534612471,0,30,854.9139021480912,7
31862,0x1a2db,CUS_0x1c31,February,Siebelti,24,737-71-8641,0.6197440585009141,29669.28,2534.44,7,9,22,7,0.6577363389590464,51.0,-1,28.41,10.0,0.978531558608845,3055.13,35.97580584937351,0.9188770999115826,111.28820615967688,97.3943734401735,0.6,314.76142040014963,1,10,76.54987383392927,1
879,0x20a8,CUS_0xbcb9,March,Oreskovicb,51,441-44-7311,0.6197440585009141,38175.39,3287.2825,1,2,7,3,0.6577363389590464,1.0,8,11.81,2.0,0.24856961220597584,315.36,30.024663123205148,0.26051560379918587,69.05565634105422,68.03590697695019,0.5482233502538071,441.6366866819956,0,27,998.0804821345408,8
33088,0x1b219,CUS_0x480f,April,Lesley Wroughtond,48,557-78-3651,0.63016157989228,22431.61,1775.3008333333337,1128,6,5,0,0.6577363389590464,3.0,0,4.86,3.0,0.24856961220597584,1450.57,33.58312598420471,0.26051560379918587,0.0,110.16628699900002,0.6277992277992278,347.36379633433336,0,17,635.2439650463984,4
32700,0x1ad69,CUS_0x6f93,April,Reddallt,29,859-12-7933,0.63016157989228,38324.72,3167.726666666667,2,4,7,0,0.6577363389590464,1.0,7,0.6,4.0,0.24856961220597584,417.31,39.7879832548363,0.26051560379918587,43766.0,381.0741086396402,0.7443339960238569,225.6985580270266,0,28,953.2475059167022,8
42846,0x22e54,CUS_0xab16,July,Dan Wilchinsj,55,098-90-8046,0.6408345752608048,17168.925,1438.74375,4,4,4,2,0.6577363389590464,11.0,10,10.25,8.0,0.24856961220597584,708.27,26.71665888140993,0.26051560379918587,16.369621886776606,171.92076891610557,0.6284953395472703,245.5839841971178,0,19,819.681868381586,7
45215,0x24a99,CUS_0x2baf,August,Whitesidess,37,909-55-5064,0.6313993174061433,61451.04,,6,5,11,5,0.6577363389590464,20.0,20,16.05,10.0,0.8030075187969925,84.55,34.455763002971466,0.9188770999115826,80768.0,546.180061103267,0.7443339960238569,94.19445175520376,1,14,254.37461508402043,2
5823,0x5d4e,CUS_0x606d,January,Jonest,44,170-50-5035,0.6169844020797227,52616.28,4279.69,7,10,27,4,0.6577363389590464,54.0,20,12.52,8.0,0.978531558608845,2592.58,27.80785781473882,0.9188770999115826,116.0039892222318,138.65413328645883,0.5903500473036897,433.3108774913094,1,19,0.3001246746905508,0
35723,0x1d3c5,CUS_0x5513,August,Marton Dunaia,45,319-84-0979,0.6408345752608048,28828.86,,7,7,19,8,0.6577363389590464,23.0,-1,19.11,11.0,0.6118143459915611,2982.96,27.43388183432967,0.6101987899740708,144.03868906888604,-1.0,0.6284953395472703,84.71216592854174,1,6,112.61547396593699,1
10166,0x94c4,CUS_0x8e35,March,Xiaowenm,31,#F%$D@*&8,0.6162420382165605,51093.9,4347.825,9,5,26,4,0.6577363389590464,35.0,22,5.44,6.0,0.978531558608845,1997.75,25.212905230277805,0.9188770999115826,92.85831858507002,274.691997166544,0.7443339960238569,357.2321842483861,1,6,0.21485053860840253,0
12556,0xb316,CUS_0xa055,January,Laurenp,31,957-89-9722,0.6169844020797227,107157.12,9178.76,8,6,9,0,0.6577363389590464,23.0,18,5.9,2.0,0.6118143459915611,182.91,36.79032125125703,0.26051560379918587,0.0,368.0445050010828,0.6277992277992278,829.8314949989174,1,25,470.1515269546352,3
36473,0x1dd52,CUS_0x25c4,May,Zieminskia,40,967-73-5542,0.6169844020797227,14717.28,1069.44,5,2,11,3,0.6577363389590464,9.0,7,5.89,3.0,0.24856961220597584,148.52,25.73514163860476,0.26051560379918587,31.08371912974884,51.2367151643564,0.6277992277992278,304.62356570589475,0,21,998.0084160332966,8
22332,0x12b28,CUS_0xb443,July,Kerbere,21,151-39-2232,0.63016157989228,147819.96,12452.33,3,5,15,2,0.6577363389590464,12.0,14,4.68,4.0,0.8030075187969925,1205.02,37.89587600156224,0.6101987899740708,224.6314160376116,89.43525908915676,0.4966996699669967,1171.166324873232,1,27,784.8180654337727,6
2608,0x35ad,CUS_0x7c21,August,Bill Powellx,30,412-34-8666,0.5733558178752108,9599.265,618.9387499999998,3,9,21,5,0.6577363389590464,13.0,21,18.02,12.0,0.8030075187969925,1935.7,35.9133598104126,0.6101987899740708,29.106311414702763,30.97979033935159,0.7443339960238569,291.8077732459457,1,12,0.6867612863097747,0
41603,0x21da5,CUS_0xa663,August,Leikah,23,743-80-2245,0.5733558178752108,102287.79,7821.986249256031,6,6,8,1,0.22258618227835242,16.0,23,10.8,0.0,0.8030075187969925,1156.79,44.03482221071745,0.9188770999115826,762.8051707646449,203.169885561551,0.5482233502538071,841.7194444177718,0,28,501.3797944301103,3
28980,0x17f3d,CUS_0x93d2,April,Malena Castaldin,19,184-40-6690,0.6013986013986014,16931.7,1656.975,8,5,23,3,0.6577363389590464,42.0,16,1.17,12.0,0.978531558608845,1557.41,28.57898557450096,0.9188770999115826,25.884004319293123,18.760420802423305,0.4966996699669967,361.0530748782836,1,16,0.4956515358140905,0
45254,0x24b35,CUS_0x2f8c,August,Lynchw,54,923-76-3008,0.5817223198594025,30918.82,2780.568333333333,0,5,12,0,0.6577363389590464,22.0,8,-0.3899999999999999,3.0,0.24856961220597584,1478.94,26.004391630621928,0.26051560379918587,0.0,81.86315782465769,0.5903500473036897,456.1936755086756,1,31,148.6439191291713,2
31718,0x1a117,CUS_0xb658,June,Eddiec,54,#F%$D@*&8,0.6132686084142395,44083.28,,1,4,9,3,0.6577363389590464,5.0,4,-1.0,1.0,0.24856961220597584,616.74,40.01550392318579,0.26051560379918587,76.00983288048769,-1.0,0.6277992277992278,371.1886288322892,0,-1,812.5930671396823,7
33140,0x1b29e,CUS_0x89ba,May,Svead,48,199-40-3891,0.6212624584717608,58210.38,4681.865,2,5,3,4,0.6577363389590464,8.0,12,8.47,5.0,0.24856961220597584,311.9,31.4660308019398,0.26051560379918587,135.22721165652356,622.3596482175078,0.7443339960238569,0.5996401259685626,0,21,832.1038477426508,7
1276,0x257f,CUS_0x467f,June,Johns,19,253-64-1331,0.6169844020797227,16813.54,1101.128333333333,8,10,33,8,0.6577363389590464,19.0,16,5.19,12.0,0.978531558608845,3520.79,24.37168979150577,0.6101987899740708,27369.0,101.690441769347,0.7443339960238569,205.4812766209592,1,11,15.181214860727664,0
6676,0x6877,CUS_0x41de,February,Sarahh,41,#F%$D@*&8,0.6013986013986014,17680.78,1663.398333333333,10,5,17,6,0.6577363389590464,23.0,7,16.02,12.0,0.6118143459915611,2253.32,31.37701528215804,0.9188770999115826,75.38738427906844,71.01069096146064,0.7443339960238569,309.94175809280426,1,8,7.4597460296024565,0
16941,0xe8d2,CUS_0x23cc,May,,39,798-10-4126,0.6132686084142395,85020.54000000001,6962.045000000001,0,5,410,3,0.6577363389590464,11.0,11,4.74,3.0,0.24856961220597584,934.62,30.49665020301649,0.26051560379918587,205.21133447193017,453.8201462611655,0.7443339960238569,327.1730192669045,1,15,443.04177182340277,3
42960,0x23011,CUS_0x9d9,August,Hilary Russs,43,509-62-5624,0.6197440585009141,108312.64,9060.053333333331,4,3,7,2,0.6577363389590464,5.0,18,11.8,-1.0,0.24856961220597584,787.15,40.62649517943375,0.26051560379918587,169.5991975127609,118.34259773134607,0.4966996699669967,858.0635380892262,1,32,902.2537804744552,8
32504,0x1aabc,CUS_0x72b0,March,Clareh,31,504-61-6763,0.6333878887070377,66949.68,,5,1,10,2,0.6577363389590464,9.0,6,4.72,-1.0,0.24856961220597584,421.54,35.30066600356036,0.26051560379918587,59.37214723954758,186.59393081671732,0.5482233502538071,584.2479219437349,0,26,997.6262376280089,8
25487,0x15308,CUS_0xaa66,March,Freifelds,32,841-06-2917,0.5817223198594025,14995.29,,7,5,28,5,0.6577363389590464,43.0,26,20.85,7.0,0.978531558608845,4593.28,22.783817762622924,0.9188770999115826,60.53596371674296,85.11145581668407,0.7443339960238569,258.213330466573,1,3,14.99160150661271,0
19687,0x109d3,CUS_0x2441,June,William Jamest,37,558-95-8969,0.6197440585009141,38117.06,3245.421666666666,8,5,34,6,0.6577363389590464,22.0,-1,23.16,15.0,0.6118143459915611,2639.35,37.400609101429865,0.9188770999115826,143.5088552873968,54.90905318611456,0.6284953395472703,376.1242581931553,1,8,5.840367857564502,0
30812,0x195a8,CUS_0x691,July,Nelsony,18,265-27-9540,0.6013986013986014,86015.16,,4,5,3,3,0.6577363389590464,8.0,6,8.35,2.0,0.6118143459915611,1283.47,38.01529223174331,0.26051560379918587,119.12900402531444,10000.0,0.7443339960238569,529.2269223159418,1,28,789.798123503358,6
39511,0x20215,CUS_0xb5a8,August,Kellyo,22,232-92-9825,0.6350877192982456,11138.425,911.2020833333332,3,7,20,2,0.6577363389590464,13.0,10,7.95,2.0,0.8030075187969925,878.15,35.379311866322624,0.9188770999115826,11.125299425252717,49.62507679760658,0.5903500473036897,290.369832110474,1,26,351.4521658830662,2
816,0x2003,CUS_0xbda3,June,Chris Vellacotte,23,016-19-9621,0.6453287197231834,30972.54,,7,9,16,2,0.6577363389590464,59.0,16,18.91,10.0,0.8030075187969925,2203.46,27.478447451181864,0.9188770999115826,35.63379961862531,85.6488239856929,0.6,391.8218763956818,1,14,0.5265292518312208,0
4348,0x4aac,CUS_0xb85a,July,Karen Brettellu,43,991-95-5524,0.6169844020797227,56370.98,4973.581666666667,4,6,3,4,0.6577363389590464,18.0,0,3.92,3.0,0.24856961220597584,726.6,27.38850349939981,0.26051560379918587,180.81029483236568,340.64684766207404,0.7443339960238569,265.9010241722271,1,18,451.52965197993376,3
10009,0x929f,CUS_0x5974,June,Scott Malonev,41,481-22-7460,0.6313993174061433,81465.64,6699.803333333332,10,6,34,7,0.6577363389590464,32.0,23,1.99,10.0,0.978531558608845,4760.54,27.13085435288859,0.9188770999115826,450.5851705909671,87.03483390429079,0.4966996699669967,372.3603288380755,1,11,31.154521001592684,1
46297,0x25875,CUS_0x4c59,April,Ryana,23,#F%$D@*&8,0.6408345752608048,7021.91,507.1591666666667,3,1459,20,7,0.6577363389590464,29.0,15,12.75,13.0,0.6118143459915611,1919.27,28.177826133785228,0.6101987899740708,27.59062663472197,-1.0,0.6277992277992278,258.97774997313263,1,11,2.7270280358119408,0
44505,0x24246,CUS_0x49a1,January,Ly,21,052-33-2826,0.5817223198594025,31272.27,2346.0225,0,6,6,3,0.6577363389590464,3.0,3,9.85,2.0,0.24856961220597584,10.89,35.5114832468358,0.26051560379918587,49.99591870923176,303.90165623318296,0.7443339960238569,170.70467505758532,0,15,806.7541295130118,6
24051,0x14091,CUS_0x27e2,April,illq,36,470-60-5606,0.6313993174061433,8705.96,897.4966666666666,3,7,27,3,0.6577363389590464,26.0,15,19.19,11.0,0.8030075187969925,2594.78,39.056038516869776,0.9188770999115826,16.446953824287228,90.82332612337764,0.7443339960238569,272.4793867190018,1,16,0.7033826807240757,0
43665,0x2387f,CUS_0x758c,June,Tom Halsv,22,340-77-4638,0.6350877192982456,19190.67,1775.2225,7,3,7,5,0.6577363389590464,20.0,18,19.95,9.0,0.8030075187969925,1644.44,39.49282232306489,0.9188770999115826,54.14745922336186,105.12309970624572,0.7443339960238569,308.2516910703924,1,15,33.83987458717377,1
38310,0x1f369,CUS_0x843e,August,Kreijgerz,54,654-01-6120,0.6914285714285714,15617.35,1579.4458333333334,0,2,1,3,0.6577363389590464,7.0,3,0.57,2.0,0.24856961220597584,258.68,39.31302277978599,0.26051560379918587,26.45046765013421,154.33610509152206,0.6277992277992278,257.1580105916771,0,24,997.6471850387514,8
30710,0x19440,CUS_0x6478,July,Hellerd,23,559-08-4955,0.6453287197231834,17196.44,,3,8,19,3,0.6577363389590464,31.0,17,16.31,10.0,0.8030075187969925,1310.39,28.742866786354647,0.9188770999115826,29.9863932031892,158.18303475433197,0.7443339960238569,245.63423870914548,1,6,34.737492810402955,1
4091,0x47a0,CUS_0x988d,July,Chadbournz,42,037-10-7907,0.6914285714285714,47899.86,3852.655,3,5,23,4,0.6577363389590464,13.0,12,19.59,11.0,0.6118143459915611,2359.68,24.26721611564464,0.9188770999115826,137.97591889523923,157.38862638896478,0.5482233502538071,339.90095471579605,1,12,1.2945159699273745,0
46511,0x25ba3,CUS_0xa66c,February,Ernest Scheyderi,23,770-36-8261,0.6169844020797227,74349.18,6133.764999999999,0,3,2,2,0.6577363389590464,11.0,0,1.64,2.0,0.24856961220597584,929.91,23.28392141718512,0.26051560379918587,66.41709610240999,280.9708855148435,0.6277992277992278,545.9885183827464,0,28,864.9004044280807,7
17646,0xf0bc,CUS_0x4b11,March,,32,037-81-2575,0.6453287197231834,8840.48,,6,10,25,8,0.6577363389590464,41.0,-1,25.69,14.0,0.978531558608845,3572.77,39.84765629453517,0.9188770999115826,47.69607820989045,21.277927039830946,0.5903500473036897,268.3966614169453,1,7,33.99853519331066,1
39459,0x201a9,CUS_0x45c0,August,Jack Watlingx,34,000-60-0688,0.6453287197231834,27954.68,2228.556666666667,3,3,12,-100,0.6577363389590464,13.0,11,0.95,3.0,0.24856961220597584,1440.56,26.592964704304705,0.26051560379918587,50.37342112451706,202.1386537386177,0.6,240.343591803532,0,21,923.3842232810922,8
2515,0x348c,CUS_0x783f,July,Barbashj,31,153-86-8335,0.6333878887070377,53106.54,4265.545,9,5,17,5,0.6577363389590464,12.0,15,4.61,-1.0,0.978531558608845,4381.27,37.53435284396439,0.9188770999115826,131.14277928253023,-1.0,0.5482233502538071,476.736366016146,1,14,101.20505905062316,1
46494,0x25b52,CUS_0x2954,May,Praveen Menoni,45,988-44-7575,0.6197440585009141,22443.96,,4,6,17,5,0.6577363389590464,6.0,19,16.9,4.0,0.8030075187969925,429.65,37.83814368132876,0.9188770999115826,51.24705748411285,177.8586586602423,0.6284953395472703,272.32728385564485,1,7,247.00706025477984,2
19176,0x10401,CUS_0x5a59,April,Christinaf,19,346-22-5248,0.6162420382165605,17347.04,1285.5866666666668,6,8,15,5,0.6577363389590464,21.0,9,5.619999999999999,8.0,0.8030075187969925,2674.44,25.08277364269889,0.9188770999115826,38.51620310672261,59.873495044143255,0.7443339960238569,320.1689685158008,1,13,63.362117006672634,1
44840,0x24645,CUS_0x11ec,April,William Schombergh,34,417-74-2163,0.6013986013986014,14867.69,,9,9,18,6,0.6577363389590464,39.0,14,14.5,-1.0,0.8030075187969925,2344.06,31.12281829711689,0.9188770999115826,55.45960424165637,40.8942096637786,0.5903500473036897,264.24360276123167,1,16,1.1454816608685405,0
42159,0x2250c,CUS_0x6f92,July,Tessa Walshi,35,474-01-3910,0.6132686084142395,15663.65,1246.3041666666666,4,418,19,4,0.6577363389590464,14.0,16,7.8,7.0,0.8030075187969925,2000.62,31.17838304790928,0.9188770999115826,27.026782070694672,75.22976507492477,0.7443339960238569,312.37386952104725,1,5,15.02567499739905,0
18575,0xfd04,CUS_0x9573,March,Paulm,38,546-00-3244,0.6333878887070377,18025.17,1599.0975,4,3,12,3,0.6577363389590464,13.0,1,10.28,8.0,0.24856961220597584,681.54,36.80599534310564,0.26051560379918587,26.15464152631533,66.9122269460359,0.6277992277992278,346.8428815276488,1,15,787.9141545187475,6
19883,0x10beb,CUS_0xbd11,February,,35,843-26-6643,0.63016157989228,16264.7,1095.3916666666669,7,8,26,9,0.6577363389590464,40.0,13,21.81,9.0,0.978531558608845,3408.89,29.008004262258428,0.9188770999115826,81.57426045441845,69.3011299865815,0.7443339960238569,248.6637762256667,1,4,56.81840718520641,1
6217,0x6262,CUS_0x4ac9,May,Michael Holdenz,-1,411-30-1866,0.6169844020797227,95332.23,,2,4,4,-100,0.6577363389590464,15.0,0,11.83,4.0,0.6118143459915611,378.58,35.08590156448901,0.26051560379918587,799.2936441467724,172.82050233612517,0.6284953395472703,689.7710487046496,0,15,925.5368498903363,8
11711,0xa801,CUS_0x2363,August,Jonathanm,23,380-39-9684,0.6313993174061433,38038.59,3011.8825,2,3,10,2,0.6577363389590464,1.0,0,8.63,4.0,0.24856961220597584,298.09,30.939883236446143,0.6101987899740708,38.45595246748832,179.92199798967445,0.6,352.81029954283724,1,27,897.544119681354,8
18057,0xf646,CUS_0xa766,May,Bakerm,23,476-50-2025,0.6162420382165605,36580.66,2926.388333333334,8,5,15,0,0.6577363389590464,11.0,7,4.21,2.0,0.8030075187969925,716.33,36.114777481273066,0.26051560379918587,0.0,50.11401694548068,0.5482233502538071,492.5248163878527,0,17,592.9455772033643,4
23819,0x13db9,CUS_0xb450,August,Wayner,47,564-78-6008,0.6350877192982456,580744.0,2911.4208333333336,1,2,9,365,0.2750113431443983,13.0,8,11.34,4.0,0.24856961220597584,1365.41,26.64145250230357,0.26051560379918587,15.805626531230915,46.42576437523685,0.5482233502538071,478.9106924268656,0,25,998.0043694543681,8
37959,0x1ef38,CUS_0x41e7,March,Sveak,34,670-93-4185,0.6408345752608048,60574.48,5338.873333333334,6,10,24,2,0.6577363389590464,27.0,12,7.41,11.0,0.8030075187969925,1304.08,30.12016781991268,0.9188770999115826,94.27304419553396,181.24049726756644,0.5482233502538071,508.3737918702331,1,-1,19.229834421597047,1
46719,0x25e79,CUS_0x9ce3,August,Tim Kellya,22,914-39-8208,0.63016157989228,14734.29,1393.8575,7,6,22,6,0.6577363389590464,25.0,19,21.76,12.0,0.978531558608845,4317.42,28.501102270698663,0.9188770999115826,50.45999618952075,35.13107869923004,0.5903500473036897,313.7946751112492,1,-1,17.45878596509931,0
5304,0x56f1,CUS_0x1c39,April,Winfreyg,41,243-53-0158,0.5733558178752108,18205.45,1480.1208333333334,2,5,7,1,0.24762125350835273,4.0,7,1.78,7.0,0.24856961220597584,1042.25,25.91028895215753,0.6101987899740708,12.472030306534936,83.64730055320562,0.7443339960238569,341.8927524735928,0,27,936.2271796114821,8
22846,0x1316a,CUS_0x867a,January,Weirf,32,061-69-2674,0.6408345752608048,80394.72,6639.56,9,7,34,6,0.6577363389590464,62.0,-1,0.63,6.0,0.978531558608845,2803.03,31.75524250657873,0.9188770999115826,250.0544591341021,-1.0,0.6277992277992278,485.0520338791844,1,1,6.378676442175674,0
